loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,fico_score,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,credit_age_months,term,grade,sub_grade,emp_length,home_ownership,verification_status,purpose,addr_state,target,text_prompt
3600,8.19,113.13,40000.0,15.28,0,680.0,2,13,0,1075,2.0,21,55,36,A,A4,8,MORTGAGE,Source Verified,debt_consolidation,PA,0,"이 대출 신청자는 연소득 40,000달러이며, 재직 기간은 8년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 3,600달러, 대출 기간은 36개월이며, 적용 금리는 8.19%입니다. 매월 납입해야 하는 상환 원리금은 113달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 55개월(약 4.6년)입니다. 총 부채상환비율(DTI)은 15.28%입니다. 최근 6개월간 신용조회 건수는 2건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 13개이고, 전체 신용 한도 대비 사용률(revol_util)은 2.00%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
15000,14.47,352.69,85000.0,10.49,0,680.0,3,9,0,9361,33.6,29,381,60,C,C2,10,MORTGAGE,Not Verified,home_improvement,CO,0,"이 대출 신청자는 연소득 85,000달러이며, 재직 기간은 10년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 15,000달러, 대출 기간은 60개월이며, 적용 금리는 14.47%입니다. 매월 납입해야 하는 상환 원리금은 353달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 381개월(약 31.8년)입니다. 총 부채상환비율(DTI)은 10.49%입니다. 최근 6개월간 신용조회 건수는 3건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 9개이고, 전체 신용 한도 대비 사용률(revol_util)은 33.60%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 주택 개량입니다."
20000,7.21,619.47,75000.0,18.05,0,680.0,0,16,0,11472,21.0,24,173,36,A,A3,10,MORTGAGE,Source Verified,debt_consolidation,NJ,0,"이 대출 신청자는 연소득 75,000달러이며, 재직 기간은 10년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 20,000달러, 대출 기간은 36개월이며, 적용 금리는 7.21%입니다. 매월 납입해야 하는 상환 원리금은 619달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 173개월(약 14.4년)입니다. 총 부채상환비율(DTI)은 18.05%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 16개이고, 전체 신용 한도 대비 사용률(revol_util)은 21.00%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
4000,13.56,135.86,75000.0,0.46,1,680.0,1,8,0,305,0.8,20,317,36,C,C1,2,RENT,Not Verified,major_purchase,KY,0,"이 대출 신청자는 연소득 75,000달러이며, 재직 기간은 2년입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 4,000달러, 대출 기간은 36개월이며, 적용 금리는 13.56%입니다. 매월 납입해야 하는 상환 원리금은 136달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 317개월(약 26.4년)입니다. 총 부채상환비율(DTI)은 0.46%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 1건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 8개이고, 전체 신용 한도 대비 사용률(revol_util)은 0.80%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 주요 물품 구입입니다."
3000,7.56,93.41,65000.0,12.15,0,680.0,2,21,1,656,2.7,40,187,36,A,A3,2,MORTGAGE,Not Verified,debt_consolidation,WA,0,"이 대출 신청자는 연소득 65,000달러이며, 재직 기간은 2년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 3,000달러, 대출 기간은 36개월이며, 적용 금리는 7.56%입니다. 매월 납입해야 하는 상환 원리금은 93달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 187개월(약 15.6년)입니다. 총 부채상환비율(DTI)은 12.15%입니다. 최근 6개월간 신용조회 건수는 2건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 21개이고, 전체 신용 한도 대비 사용률(revol_util)은 2.70%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 1건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
8425,27.27,345.18,450000.0,12.37,0,680.0,0,21,0,36812,65.7,37,219,36,E,E5,3,MORTGAGE,Verified,credit_card,MA,0,"이 대출 신청자는 연소득 450,000달러이며, 재직 기간은 3년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Verified입니다. 신청한 대출 금액은 8,425달러, 대출 기간은 36개월이며, 적용 금리는 27.27%입니다. 매월 납입해야 하는 상환 원리금은 345달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 219개월(약 18.2년)입니다. 총 부채상환비율(DTI)은 12.37%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 21개이고, 전체 신용 한도 대비 사용률(revol_util)은 65.70%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 신용카드 대금 상환입니다."
12550,7.02,387.63,80000.0,49.23,0,680.0,0,10,0,37235,74.9,28,119,36,A,A2,10,MORTGAGE,Verified,home_improvement,WA,0,"이 대출 신청자는 연소득 80,000달러이며, 재직 기간은 10년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Verified입니다. 신청한 대출 금액은 12,550달러, 대출 기간은 36개월이며, 적용 금리는 7.02%입니다. 매월 납입해야 하는 상환 원리금은 388달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 119개월(약 9.9년)입니다. 총 부채상환비율(DTI)은 49.23%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 10개이고, 전체 신용 한도 대비 사용률(revol_util)은 74.90%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 주택 개량입니다."
4000,19.92,148.5,14892.0,11.28,0,680.0,0,4,1,6035,32.3,13,124,36,D,D3,-1,MORTGAGE,Verified,other,FL,0,"이 대출 신청자는 연소득 14,892달러이며, 재직 기간은 1년 미만 또는 미상입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Verified입니다. 신청한 대출 금액은 4,000달러, 대출 기간은 36개월이며, 적용 금리는 19.92%입니다. 매월 납입해야 하는 상환 원리금은 148달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 124개월(약 10.3년)입니다. 총 부채상환비율(DTI)은 11.28%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 4개이고, 전체 신용 한도 대비 사용률(revol_util)은 32.30%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 1건입니다. 이번 대출의 신청 목적은 기타 목적입니다."
10000,12.98,336.85,55000.0,32.1,0,680.0,0,13,0,11627,34.7,18,184,36,B,B5,0,MORTGAGE,Not Verified,debt_consolidation,FL,0,"이 대출 신청자는 연소득 55,000달러이며, 재직 기간은 1년 미만 또는 미상입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 10,000달러, 대출 기간은 36개월이며, 적용 금리는 12.98%입니다. 매월 납입해야 하는 상환 원리금은 337달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 184개월(약 15.3년)입니다. 총 부채상환비율(DTI)은 32.10%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 13개이고, 전체 신용 한도 대비 사용률(revol_util)은 34.70%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
10400,17.97,263.93,28000.0,30.35,0,680.0,1,6,0,5065,33.5,20,62,60,D,D1,0,RENT,Verified,credit_card,CT,1,"이 대출 신청자는 연소득 28,000달러이며, 재직 기간은 1년 미만 또는 미상입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Verified입니다. 신청한 대출 금액은 10,400달러, 대출 기간은 60개월이며, 적용 금리는 17.97%입니다. 매월 납입해야 하는 상환 원리금은 264달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 62개월(약 5.2년)입니다. 총 부채상환비율(DTI)은 30.35%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 6개이고, 전체 신용 한도 대비 사용률(revol_util)은 33.50%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 신용카드 대금 상환입니다."
4000,6.46,122.53,60000.0,6.5,0,680.0,0,6,0,4971,12.7,23,365,36,A,A1,6,MORTGAGE,Not Verified,home_improvement,NC,0,"이 대출 신청자는 연소득 60,000달러이며, 재직 기간은 6년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 4,000달러, 대출 기간은 36개월이며, 적용 금리는 6.46%입니다. 매월 납입해야 하는 상환 원리금은 123달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 365개월(약 30.4년)입니다. 총 부채상환비율(DTI)은 6.50%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 6개이고, 전체 신용 한도 대비 사용률(revol_util)은 12.70%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 주택 개량입니다."
16000,16.14,390.29,60000.0,19.14,0,680.0,0,8,0,34260,69.8,18,326,60,C,C4,4,MORTGAGE,Not Verified,debt_consolidation,GA,0,"이 대출 신청자는 연소득 60,000달러이며, 재직 기간은 4년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 16,000달러, 대출 기간은 60개월이며, 적용 금리는 16.14%입니다. 매월 납입해야 하는 상환 원리금은 390달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 326개월(약 27.2년)입니다. 총 부채상환비율(DTI)은 19.14%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 8개이고, 전체 신용 한도 대비 사용률(revol_util)은 69.80%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
18000,16.91,640.95,107000.0,8.62,0,680.0,0,9,0,21471,89.5,11,129,36,C,C5,5,RENT,Source Verified,credit_card,PA,0,"이 대출 신청자는 연소득 107,000달러이며, 재직 기간은 5년입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 18,000달러, 대출 기간은 36개월이며, 적용 금리는 16.91%입니다. 매월 납입해야 하는 상환 원리금은 641달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 129개월(약 10.8년)입니다. 총 부채상환비율(DTI)은 8.62%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 9개이고, 전체 신용 한도 대비 사용률(revol_util)은 89.50%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 신용카드 대금 상환입니다."
11000,23.4,428.11,75000.0,27.57,0,680.0,0,9,1,8966,78.0,45,67,36,E,E1,10,MORTGAGE,Source Verified,credit_card,NM,0,"이 대출 신청자는 연소득 75,000달러이며, 재직 기간은 10년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 11,000달러, 대출 기간은 36개월이며, 적용 금리는 23.40%입니다. 매월 납입해야 하는 상환 원리금은 428달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 67개월(약 5.6년)입니다. 총 부채상환비율(DTI)은 27.57%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 9개이고, 전체 신용 한도 대비 사용률(revol_util)은 78.00%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 1건입니다. 이번 대출의 신청 목적은 신용카드 대금 상환입니다."
9000,23.4,350.27,57000.0,53.96,0,680.0,0,11,0,11681,46.9,18,64,36,E,E1,5,MORTGAGE,Verified,car,OH,0,"이 대출 신청자는 연소득 57,000달러이며, 재직 기간은 5년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Verified입니다. 신청한 대출 금액은 9,000달러, 대출 기간은 36개월이며, 적용 금리는 23.40%입니다. 매월 납입해야 하는 상환 원리금은 350달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 64개월(약 5.3년)입니다. 총 부채상환비율(DTI)은 53.96%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 11개이고, 전체 신용 한도 대비 사용률(revol_util)은 46.90%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 자동차 구입입니다."
30000,13.56,691.23,75000.0,32.67,0,680.0,0,27,0,21215,79.2,36,103,60,C,C1,3,MORTGAGE,Source Verified,debt_consolidation,PA,0,"이 대출 신청자는 연소득 75,000달러이며, 재직 기간은 3년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 30,000달러, 대출 기간은 60개월이며, 적용 금리는 13.56%입니다. 매월 납입해야 하는 상환 원리금은 691달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 103개월(약 8.6년)입니다. 총 부채상환비율(DTI)은 32.67%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 27개이고, 전체 신용 한도 대비 사용률(revol_util)은 79.20%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
27000,19.92,1002.32,54000.0,20.8,0,680.0,0,16,0,6059,8.7,26,101,36,D,D3,-1,MORTGAGE,Verified,house,AL,0,"이 대출 신청자는 연소득 54,000달러이며, 재직 기간은 1년 미만 또는 미상입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Verified입니다. 신청한 대출 금액은 27,000달러, 대출 기간은 36개월이며, 적용 금리는 19.92%입니다. 매월 납입해야 하는 상환 원리금은 1,002달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 101개월(약 8.4년)입니다. 총 부채상환비율(DTI)은 20.80%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 16개이고, 전체 신용 한도 대비 사용률(revol_util)은 8.70%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 주택 구입입니다."
20000,11.8,442.88,115000.0,18.86,0,680.0,0,18,0,27038,32.9,24,190,60,B,B4,10,MORTGAGE,Not Verified,debt_consolidation,NJ,0,"이 대출 신청자는 연소득 115,000달러이며, 재직 기간은 10년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 20,000달러, 대출 기간은 60개월이며, 적용 금리는 11.80%입니다. 매월 납입해야 하는 상환 원리금은 443달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 190개월(약 15.8년)입니다. 총 부채상환비율(DTI)은 18.86%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 18개이고, 전체 신용 한도 대비 사용률(revol_util)은 32.90%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
20000,15.02,476.01,63000.0,28.4,0,680.0,1,13,0,7009,17.3,22,140,60,C,C3,10,MORTGAGE,Not Verified,debt_consolidation,FL,0,"이 대출 신청자는 연소득 63,000달러이며, 재직 기간은 10년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 20,000달러, 대출 기간은 60개월이며, 적용 금리는 15.02%입니다. 매월 납입해야 하는 상환 원리금은 476달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 140개월(약 11.7년)입니다. 총 부채상환비율(DTI)은 28.40%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 13개이고, 전체 신용 한도 대비 사용률(revol_util)은 17.30%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
6000,20.89,225.72,63000.0,26.93,0,680.0,0,7,1,1067,6.5,19,163,36,D,D4,10,RENT,Source Verified,debt_consolidation,VA,0,"이 대출 신청자는 연소득 63,000달러이며, 재직 기간은 10년입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 6,000달러, 대출 기간은 36개월이며, 적용 금리는 20.89%입니다. 매월 납입해야 하는 상환 원리금은 226달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 163개월(약 13.6년)입니다. 총 부채상환비율(DTI)은 26.93%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 7개이고, 전체 신용 한도 대비 사용률(revol_util)은 6.50%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 1건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
32000,13.56,1086.86,120000.0,24.31,1,680.0,0,10,0,30855,3.6,27,130,36,C,C1,10,OWN,Verified,debt_consolidation,NY,0,"이 대출 신청자는 연소득 120,000달러이며, 재직 기간은 10년입니다. 주거 형태는 자가 소유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Verified입니다. 신청한 대출 금액은 32,000달러, 대출 기간은 36개월이며, 적용 금리는 13.56%입니다. 매월 납입해야 하는 상환 원리금은 1,087달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 130개월(약 10.8년)입니다. 총 부채상환비율(DTI)은 24.31%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 1건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 10개이고, 전체 신용 한도 대비 사용률(revol_util)은 3.60%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
10000,10.72,216.04,175000.0,8.74,0,680.0,0,8,0,8450,33.4,20,111,60,B,B2,6,MORTGAGE,Verified,other,MI,0,"이 대출 신청자는 연소득 175,000달러이며, 재직 기간은 6년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Verified입니다. 신청한 대출 금액은 10,000달러, 대출 기간은 60개월이며, 적용 금리는 10.72%입니다. 매월 납입해야 하는 상환 원리금은 216달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 111개월(약 9.2년)입니다. 총 부채상환비율(DTI)은 8.74%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 8개이고, 전체 신용 한도 대비 사용률(revol_util)은 33.40%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 기타 목적입니다."
30000,22.35,1151.16,89200.0,1.05,0,680.0,1,6,0,437,12.5,6,94,36,D,D5,5,RENT,Verified,major_purchase,CA,1,"이 대출 신청자는 연소득 89,200달러이며, 재직 기간은 5년입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Verified입니다. 신청한 대출 금액은 30,000달러, 대출 기간은 36개월이며, 적용 금리는 22.35%입니다. 매월 납입해야 하는 상환 원리금은 1,151달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 94개월(약 7.8년)입니다. 총 부채상환비율(DTI)은 1.05%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 6개이고, 전체 신용 한도 대비 사용률(revol_util)은 12.50%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 주요 물품 구입입니다."
3000,12.98,101.06,104000.0,6.89,0,680.0,1,2,0,7475,99.7,3,269,36,B,B5,2,RENT,Source Verified,debt_consolidation,NY,0,"이 대출 신청자는 연소득 104,000달러이며, 재직 기간은 2년입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 3,000달러, 대출 기간은 36개월이며, 적용 금리는 12.98%입니다. 매월 납입해야 하는 상환 원리금은 101달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 269개월(약 22.4년)입니다. 총 부채상환비율(DTI)은 6.89%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 2개이고, 전체 신용 한도 대비 사용률(revol_util)은 99.70%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
32000,8.19,651.76,150000.0,17.13,0,680.0,1,32,0,46723,41.4,64,164,60,A,A4,10,MORTGAGE,Source Verified,debt_consolidation,PA,0,"이 대출 신청자는 연소득 150,000달러이며, 재직 기간은 10년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 32,000달러, 대출 기간은 60개월이며, 적용 금리는 8.19%입니다. 매월 납입해야 하는 상환 원리금은 652달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 164개월(약 13.7년)입니다. 총 부채상환비율(DTI)은 17.13%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 32개이고, 전체 신용 한도 대비 사용률(revol_util)은 41.40%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
30000,27.27,920.91,95000.0,19.29,0,680.0,3,40,0,24205,75.6,54,136,60,E,E5,5,MORTGAGE,Source Verified,debt_consolidation,OH,0,"이 대출 신청자는 연소득 95,000달러이며, 재직 기간은 5년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 30,000달러, 대출 기간은 60개월이며, 적용 금리는 27.27%입니다. 매월 납입해야 하는 상환 원리금은 921달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 136개월(약 11.3년)입니다. 총 부채상환비율(DTI)은 19.29%입니다. 최근 6개월간 신용조회 건수는 3건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 40개이고, 전체 신용 한도 대비 사용률(revol_util)은 75.60%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
4600,7.02,142.08,42000.0,25.74,0,680.0,0,8,0,1709,8.3,20,135,36,A,A2,10,MORTGAGE,Not Verified,debt_consolidation,TX,0,"이 대출 신청자는 연소득 42,000달러이며, 재직 기간은 10년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 4,600달러, 대출 기간은 36개월이며, 적용 금리는 7.02%입니다. 매월 납입해야 하는 상환 원리금은 142달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 135개월(약 11.2년)입니다. 총 부채상환비율(DTI)은 25.74%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 8개이고, 전체 신용 한도 대비 사용률(revol_util)은 8.30%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
11000,10.72,358.67,48000.0,22.55,0,680.0,0,9,0,0,0.0,23,101,36,B,B2,6,RENT,Source Verified,debt_consolidation,CT,0,"이 대출 신청자는 연소득 48,000달러이며, 재직 기간은 6년입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 11,000달러, 대출 기간은 36개월이며, 적용 금리는 10.72%입니다. 매월 납입해야 하는 상환 원리금은 359달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 101개월(약 8.4년)입니다. 총 부채상환비율(DTI)은 22.55%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 9개이고, 전체 신용 한도 대비 사용률(revol_util)은 0.00%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
